text	text_1	label
should i get shots if i'm going to go to thailand	If I'm going to Thailand, should I have an injection	vaccines
how long can i keep avocados in the fridge before they go bad	How long can I keep avocados in the fridge before they go bad	food_last
i want to visit chicago by bus what do i need to do	I want to go to Chicago by bus. What do I need to do	directions
what hobbies do you enjoy in your free time	What hobbies do you like in your spare time	what_are_your_hobbies
how busy will golden corral be at 7:30 tonight	How busy is golden corral at 7:30 tonight	how_busy
can you tell me what you call me	Can you tell me what you call me	user_name
no way!	impossible!	no
i need to know trivia on star wars	I want to know the details of Star Wars	fun_fact
suggest something for me to make myself for dinner	Suggest something to eat for me	meal_suggestion
please confirm my reservation for thursday at 10am	Please confirm my reservation for Thursday at 10 a.m	confirm_reservation
have an uber sent to take me to the courthouse	Send a super user to take me to court	uber
is there a way to get a new insurance plan	Is there any way to get a new insurance plan	insurance_change
in regards to my wells fargo account, why is there a hold	Why is my Wells Fargo account frozen	account_blocked
where is there meaning in life	What is the meaning of life	meaning_of_life
when you were a child, where did you live	Where did you live when you were a child	where_are_you_from
could you find my location on the map	Can you find my position on the map	current_location
how much money have a spent in the last week	How much did you spend last week	spending_history
look to see if my application for the barclay's card has gone through yet	See if my application for a Buckley card has passed	application_status
how should i proceed if my car won't start and i think it's the battery	If my car doesn't start, I think it's a battery problem. What should I do	jump_start
what time zone is ireland in	What time zone is Ireland in	timezone
what are the ingredients in gumbo	What are the ingredients of okra	ingredients_list
are you from around here	Are you from around here	where_are_you_from
whats the name of the person who made you	What's the name of the person who created you	who_made_you
tell me the current location	Tell me where I am now	current_location
what is the traffic like on the way to kapolei	What's the traffic like on the way to capole	traffic
is the processing done on my new credit card	Is my new credit card ready	application_status
my credit rating is what	What's my credit rating	credit_score
please let me know when i need to renew my credit card	Please let me know when I need to update my credit card	expiration_date
what kind of electrical outlets do they use in z	What kind of power socket do they use	plug_type
can you transfer $5 from savings to checking	Can you turn a five dollar deposit into a check	transfer
what timezone is china in	What time zone is China in	timezone
oil changes are typical done how often	How often do you change the oil	oil_change_when
please connect with my phone	Please take my call	sync_device
tell me mr joes pizza average wait time	Tell me the average waiting time for Mr. joss's pizza	how_busy
tell me what amount i have to pay for my directv bill please	Please tell me how much I have to pay for the TV	bill_balance
i broke my card trying to do a magic trick	I broke my card and tried to do a magic trick	damaged_card
water is spelled how	How do you spell water	spelling
can you put a block on my visa account right away	Can you block my visa account right away	freeze_account
what's the procedure to get cash back rewards on my visa	What is the procedure for getting a cash back award on my visa	redeem_rewards
what kind of greek food is good for dinner	What kind of Greek food is suitable for dinner	meal_suggestion
tell carl my gps coordinates	Tell Carl my GPS coordinates	share_location
make me a reservation in tampa from may 2 to may 4	Please make a reservation for me in Tampa from May 2 to May 4	book_hotel
i want you to know it's a true statement	I want you to know that this is a true statement	yes
"""how do they say """"how's it going"""" in swahili"""	"How do they say ""what's up?"" in Swahili"	translate
this was a great conversation	It was a great conversation	goodbye
i'm looking for a roundtrip flight from aaf to dia for february 23rd to february 28th	I'd like to book a return flight from the Australian Aeronautics and space agency to the Australian Aeronautics and space agency from February 23 to February 28	book_flight
i just traveled on american airlines flight ab123 out of dallas i can't find my luggage	I just took American Airlines flight AB 123 from Dallas and I couldn't find my luggage	lost_luggage
your accent needs to be changed	Your accent needs to be changed	change_accent
the bill's minimum payment, what is it	What's the minimum payment for the bill	min_payment
yes, that happens to be correct	Yes, that's exactly right	yes
tell me my routing number	Tell me my route number	routing
who is the creator of this ai	Who is the creator of artificial intelligence	who_made_you
uber ride available from here to downtown	You can take Uber from here to downtown	uber
you can disconnect from my phone now	You can disconnect me now	sync_device
what timezone is los angeles in	What time zone is Los Angeles in	timezone
can i use salt instead of baking soda	Can I use salt instead of baking soda	ingredient_substitution
show me a well reviewed hotel in evans	Show me a well received hotel in Evans	book_hotel
can you make a phone call to kevin	Can you give Kevin a call	make_call
tell me the status of my american airlines flight	Tell me about American Airlines flights	flight_status
when do i have to get my tires changed	When do I need to change the tire	tire_change
i can't answer that	I can't answer	maybe
do americans need visas in canada	Do Americans need a visa in Canada	international_visa
i would like to know my debit card's rewards balance	I want to know the bonus balance of my debit card	rewards_balance
i can't seem to find my gold card and want it reported as lost	I can't seem to find my gold card. I want to report it lost	report_lost_card
on what month and year does my card expire	Which month and year does my card expire	expiration_date
how much total gas do i have	How much gas do I have in all	gas
please set the temperature to 80	Please adjust the temperature to 80 degrees	smart_home
where can i rent a car in singapore	Where can I rent a car in Singapore	car_rental
i want you to speak to me faster	I want you to tell me quickly	change_speed
could you freeze my account, please	Can you freeze my account	freeze_account
i need to request pto for march 2 and 3	I need to apply for the PTO on March 2 and 3	pto_request
does ireland have any travel alerts i should be aware of	Is there any travel warning I should know about Ireland	travel_alert
what is currently on my calendar for friday the 1st	What's on my calendar for Friday the first	calendar
i need you to reserve at table for a party of four at devon's for 6:00 pm	I need you to reserve a table in Devon for a party of four at 6 p.m	restaurant_reservation
my card has been erased and i need to report it	My card has been erased. I want to report it	damaged_card
in nashville, i need a rental car booked	In Nashville, I need a rental car	car_rental
tell me if opening a new account will decrease my credit score	Tell me if opening a new account will lower my credit score	improve_credit_score
how long to microwave a frozen dinner	How long does it take to microwave a frozen dinner	cook_time
i need to change your name, do you have a new name that you like	I'm going to change your name. Do you have a new one you like	change_ai_name
take everything off my todo list	Get rid of everything I have to do	todo_list_update
how much gas is left	How much gas is left	gas
please change the name of you to tim	Please change your name to Tim	change_ai_name
how do i get my credit limit increased to $1000	How can I increase my credit limit to $1000	credit_limit_change
you need to call the melt in lakewood for a table for at 2:00, monday, the first week in march	You need to call Mert in Lakewood for a table at 2:00 on Monday, the first week of March	restaurant_reservation
i want to hear about your pets	I want to hear about your pet	do_you_have_pets
what is the current status of my vacation request	What is the current status of my vacation application	pto_request_status
tell me the sum total of my water and electricity bills	Tell me the sum of utilities	bill_balance
it was nice chatting with you	Nice talking to you	goodbye
websites that share credit ratings	Website sharing credit rating	credit_score
i'd like you to roll a 6 sided dice	I want you to roll a six sided die	roll_dice
i want to know what the purpose of life is	I want to know what the purpose of life is	meaning_of_life
that is wrong	That's wrong	no
do we get monday off as a holiday	Do we have a holiday on Monday	next_holiday
can you get a call started to martha	Can you call Martha	make_call
the time please	just a minute, please.	time
when will i get my new credit card	When can I get my new credit card	replacement_card_duration
how is the traffic on rt 5 towards my work , community bank	How about the traffic from highway 5 to my work area community bank	traffic
at the point when should i get my oil changed straightaway	When should I change the oil immediately	oil_change_when
how much vacation have i taken	How much vacation did I take	pto_used
read me cat trivia	Read me about cats	fun_fact
i would like to replace the pin number for my retirement account	I want to change the password of my retirement account	pin_change
please inform me of what tasks i have listed on my to do list	Please tell me which tasks are listed in my task list	todo_list
on a flight with allegiant to orlando, how many carry ons can i take	How many pieces of luggage can I take with me on the flight to Orlando with allegiant	carry_on
speak as a british male	Speaking as a British male	change_accent
what will my state taxes cost	How much is my state tax	taxes
please track my order	Please track my order	order_status
what type of plugs are used in cambodia	What type of plug is used in Cambodia	plug_type
can you show me my shopping list	Can you show me my shopping list	shopping_list
how long is the wait at assagios today	How long does it take to wait in asagios today	how_busy
what's the funnest thing for a tourist to do in iceland	What's the most interesting thing about traveling in Iceland	travel_suggestion
can you tell me my interest rate	Can you tell me my interest rate	interest_rate
my battery is dead so how can i get it going again	My battery is dead. How can I restart it	jump_start
how much are taxes on this	How much tax does this have to pay	taxes
how much money do i have in all of my accounts combined	How much do all my accounts add up to	balance
can you call an uber for 2 to go to proof on main	You can call Uber 2 to prove it in the main	uber
i need ten dollars sent from b of a to washington mutual	I need to send ten dollars from a to B to Washington Mutual	transfer
i want you to add the song i listen to to my summer playlist	I want you to add my songs to my summer play list	update_playlist
how do i go about getting cash for my card points accumulated	How can I get cash for my accumulated card points	redeem_rewards
how much money do i make	How much money can I make	income
can you play right above it	Can you play on it	play_music
please only call me joe	Please just call me Joe	change_user_name
what is 55 times 300	What's 55 times 300	calculator
find out what happened to make my card get declined yesterday	Find out why my card was rejected yesterday	card_declined
check what's on my calendar for tuesday	Look at my schedule for Tuesday	calendar
what can you answer for me	What can you answer for me	what_can_i_ask_you
play music by ludacris	Play Ludacris music	play_music
i'd like to schedule some pto from 2/22 to 2/25	I'd like to arrange some PTOs from 2 / 22 to 2 / 25	pto_request
can you see how many calories are in cream of mushroom soup	Can you see how many calories are in the cream mushroom soup	calories
how do i change inches to centimeters	How to change inch to centimeter	measurement_conversion
what time is it in dallas	What time is it in Dallas	time
turn on the tv please	Please turn on the TV	smart_home
how do i get my rewards from my visa card	How to get rewards from my visa card	redeem_rewards
how much are all my bills combined	How much does all my bills add up to	bill_balance
is it okay to switch apples for grapes	Can you change apples for grapes	ingredient_substitution
how long is the wait at chipotle tonight	How long are you waiting in chipotle tonight	how_busy
are there any holidays coming and when	Do you have a holiday? when	next_holiday
i really cannot remember what my pin is for my bank of america checking account	I really can't remember the password of my bank of America checking account	pin_change
please be quiet now	Now please be quiet	cancel
how does this car do on its fuel	What's the fuel consumption of this car	mpg
what company created you	Which company created you	who_made_you
are there any transaction fees associated with my navy federal card if i am in japan	If I'm in Japan, are there any transaction costs associated with my navy federal card	international_fees
to what extent until the following day away from work	How far is it to leave work the next day	next_holiday
please respond in latin from now on	Please reply in Latin from now on	change_language
"""""""i""""m headed out to lax and going to phl for a low price of $120 this weekend on the 12th"""	"""I"" plan to go to Los Angeles and PHL at a low price of $120 this weekend on the 12th"	book_flight
is $30 usd more or less in canada	Is it about $30 in Canada	exchange_rate
how long is it until payday	How long is it before payday	payday
what is the rate of interest on my savings account	What's the interest rate of my savings account	interest_rate
are barcelona plugs compatible	Is Barcelona plug compatible	plug_type
i did not hear you	I didn't hear you	repeat
what do i need to change the oil in my car	What do I need to change the oil	oil_change_how
i need more candy so could you order me a pack	I need more sweets. Can you order a bag for me	order
i am thinking it is either	I think so.	maybe
put on lights	turn on the light	smart_home
i'd like you to tell me a joke	I want you to tell me a joke	tell_joke
the magnetic strip on my card is scratched up pretty badly from overuse can i get a new one	The magnetic stripe on my card was badly scratched by overuse. Can I have a new one	damaged_card
how would you say fly in italian	How do you say it in Italian	translate
what is the weather going to be like today	What's the weather like today?	weather
do i need a visa to travel to mexico	Do I need a visa to go to Mexico	international_visa
can you cancelt the reservation i have for dinner	Can you cancel my reservation for dinner	cancel_reservation
who can i contact about why check engine light is on	Why is the engine light on? Who can I contact	schedule_maintenance
has my day off request been looked at yet	Has my request for leave been considered	pto_request_status
could you ask the question again	Can you ask the question again	repeat
book a flight from philadelphia to atlanta on june 5th and returning on june 8th	Book a flight from Philadelphia to Atlanta on June 5 and return on June 8	book_flight
meaning of life is	What is the meaning of life	meaning_of_life
book a reservation for 3 at xenophobe under the name zebee	Book a room for three in Xenophobe under the name of zebee	restaurant_reservation
i need a hotel with good reviews in baltimore	I need a hotel with good reviews in Baltimore	book_hotel
what do you do in your spare time	What do you do in your spare time	what_are_your_hobbies
the volume should be decreased	The volume should be reduced	change_volume
what is the lowest amount i can pay for my electric bill	What is the minimum amount I can pay for electricity	min_payment
do you know any greek dishes i could make for dinner	Do you know what Greek food I can cook for dinner	meal_suggestion
what ingredients are in sushi	What are the ingredients in sushi	ingredients_list
book a flight from key west, fl to san antonio, tx on 18 february 2019 and returning on 5 march 2019	Book a flight from Key West, Florida to San Antonio, Texas on February 18, 2019 and return on March 5, 2019	book_flight
one or the other, or both	One or the other, or both	maybe
is it possible to book a meeting room between 10 and 11	Can I reserve a meeting room between 10 and 11	schedule_meeting
check my car's tire pressure	Check the tire pressure of my car	tire_pressure
what will i make this year	What am I going to do this year	income
i need to find my credit score	I need to find my credit score	credit_score
what is the tax rate that applies to me	What is the tax rate applicable to me	taxes
what steps do i need to do to set up direct deposit	What steps need to be taken to set up direct deposits	direct_deposit
set a reminder for my doctors appointment	A reminder for my doctor's appointment	reminder_update
"""""""which could be improve the credit score"""	"""This improves the credit score"""	improve_credit_score
add song to my hype playlist	Add songs to my promo list	update_playlist
can you tell me what the form is employers are supposed to send you for taxes and where i get it	Can you tell me what kind of tax return your employer should send you? Where did I get it	w2
can you tell me the current time in jamaica	Can you tell me the time in Jamaica now	time
why was my card declined	Why was my card rejected	card_declined
how much did i get paid	How much did I take	income
where can i find the nearest dollar store	Where can I find the nearest dollar store	directions
please flip a coin i hope its tails	Please flip a coin, I hope it's the tail	flip_coin
am i safe to go to africa	Is it safe for me to go to Africa	travel_alert
how long should i bake a cake	How long should I bake the cake	cook_time
how much moola is in my bank accounts	How much money is in my bank account	balance
send my gps coordinates with home base please	Please connect my GPS coordinates with the base	share_location
what's my pay for the year	What's my salary this year	income
how much time to drive to the closest bank	How long does it take to drive to the nearest bank	distance
tell me what is on my calendar for march 2	Tell me what the schedule is for March 2nd	calendar
where in sacramento ca i schedule maintenance on my car	Where can I arrange the maintenance of my car in Sacramento	schedule_maintenance
can you tell me a joke about a lawyer	Can you tell me a joke about lawyers	tell_joke
you can call me sarah	You can call me Sarah	change_user_name
put buy dog food on my to do list	Put dog food on my to-do list	todo_list_update
how many days until my next payday	How many days before my next payday	payday
i'd like to use you using russian	I want you to use Russian	change_language
what is the meaning of incandescent	What does incandescent light mean	definition
please tell me the status of my last online order from walmart	Please tell me about the last order from Wal Mart	order_status
how much do i have to pay for my shell gas card bill	How much do I have to pay for my shell gas card	bill_balance
what name should i refer to you as	What's your name?	what_is_your_name
please check and report on my tire pressure	Please check and report my tire pressure	tire_pressure
what can i ask you all about	What can I ask you	what_can_i_ask_you
tell me some trivia about dolphin	Tell me something about dolphins	fun_fact
what is the la's time zone	What's the time zone in Los Angeles	timezone
how do i change the name you use to address me	How can I change your name	change_user_name
can you say what you just said again	Can you repeat what you just said	repeat
what is the day off request status as of now	What is the status of the leave request so far	pto_request_status
could i use white wine instead of red wine in a recipe	Can I use white wine instead of red wine in my recipe	ingredient_substitution
i'm out of here	I am afraid that l have to go	goodbye
what's the status on my vacation approval	How about my leave approval	pto_request_status
has the ice made traffic messy on the way to walmart	Did ice cause traffic chaos on the way to Wal Mart	traffic
i need to know your name	I want to know your name	what_is_your_name
when will my vacation get okayed	When can I have my vacation	pto_request_status
looks like my card is being used by someone else, report it	It seems that my card has been used by others. Report it	report_fraud
what steps do i need to take to switch my insurance plan from an hmo to a high deductible ppo plan	What steps do I need to take to convert my insurance plan from HMO to high deductible PPO	insurance_change
track package, please	Please give me the package	order_status
can you search for the best new york style cheesecake recipes please	Can you search for the best New York Cheesecake recipes	recipe
how about i call you sue	How about I call you sue	change_ai_name
are you actually a bot	Are you really a robot	are_you_a_bot
create a new timer	Create a new timer	timer
what things do you enjoy doing	What do you like to do	what_are_your_hobbies
i need a w2, so where is it	I need a W2, where is it	w2
i need to report unauthorized activity on my card	I need to report unauthorized activity on my card	report_fraud
can you get me a car rental for march 1st to 3rd in seattle, and i'd like a sedan if possible	Can you rent a car in Seattle from March 1st to 3rd? I'd like a car if possible	car_rental
what are the ratings for yardhouse	What's the audience rating of the yard	restaurant_reviews
can you set me a reminder	Can you remind me	reminder_update
lets talk about your hobbies	Let's talk about your hobbies	what_are_your_hobbies
in six days, what will it be	Six days later, what will it be	date
i need you to increase your volume	I need you to turn up the volume	change_volume
i would like to apply for a green card	I want to apply for a green card	new_card
can you speak a little faster, please	Can you speak faster	change_speed
can you buy something	Can you buy something	order
i need to know what i spend on utilities for the last year	I want to know how much I spent on water and electricity last year	spending_history
what date will my replacement card arrive on	When will my replacement card arrive	replacement_card_duration
are any shots recommended before going to kenya	Did you recommend any scenes before going to Kenya	vaccines
can i get some funds to pay my utility bill	Can I get some money to pay for water and electricity	pay_bill
what are you going to refer to me as	What do you say I am	user_name
am i your supervisor	Am I your supervisor	who_do_you_work_for
i need to call mark	I want to call Mark	make_call
i need to redeem my visa points	I need to change my visa points	redeem_rewards
i need to hear what's on my shopping list	I want to hear what's on my shopping list	shopping_list
how can i change your response language	How to change your reply language	change_language
can you tell me jet blue airlines' carry on policy	Can you tell me the carry on policy of Blue Airlines	carry_on
assist me with finding an uber to big ben	Help me find the Uber of Big Ben	uber
it was nice to chat	It's nice to chat	goodbye
i need to know how to order checks for my bank of america account	I need to know how to order checks for my bank of America account	order_checks
can you tell me what my currnet salary is	Can you tell me what my salary is now	income
how much money did i spend yesterday	How much did I spend yesterday	spending_history
should i know about any travel alerts before traveling in the usa	Should I know any travel warnings before traveling in America	travel_alert
that is false	That's a fake	no
when can i commute my tires next	When can I change the tire next time	tire_change
look for a flight out of la to chicago on march 3rd for under $500	Find a ticket from Los Angeles to Chicago on March 3 for less than $500	book_flight
what is the number of points i earned with my mastercard	How many points do I get with MasterCard	rewards_balance
when's payday	When is payday	payday
if i go to canada next month do i need a visa	If I go to Canada next month, do I need a visa	international_visa
always nice to talk to you	Nice talking to you	goodbye
can you see if paying garbage bill is on my todo list for this week	Can you see if I pay the garbage fee on my task list this week	todo_list
please find a columbus, ohio hotel with good reviews	Please find a hotel in Columbus, Ohio	book_hotel
i need your setting switched to whisper mode right away	I need your settings to switch to whisper mode now	whisper_mode
can you ask me that again	Can you ask me again	repeat
how do i direct deposit my check	How to deposit a check directly	direct_deposit
how many tablespoons are there in half of a cup	How many spoons are there in half a cup	measurement_conversion
i need you to make my bank aware that i will be visiting taiwan from the 22nd of february until the 3rd of march	I need you to inform my bank that I will visit Taiwan from February 22 to March 3	travel_notification
i'm out of soap so will you order me some more	I'm out of soap. Can you give me some more	order
i want to pay my bill through the app	I want to pay through the app	pay_bill
w-2 tax form where is it	Where is the W-2 tax bill	w2
walk me through the process of applying for an american express card	Tell me about the process of applying for American Express card	new_card
i am not in need of my reservation anymore	I don't need a reservation anymore	cancel_reservation
can you tell me your name	Can you tell me your name	what_is_your_name
how do i share my location with noel	How to share my location with Noel	share_location
do i need any shots before i go to south africa	Do I need an injection before I go to South Africa	vaccines
how many days off have i taken until right now	I've taken a few days off so far	pto_used
should i go to a car maintenance	Should I go to the garage	schedule_maintenance
cancel that	Cancel that	cancel
is it recommended to get specific shots before i travel to japan	Before I go to Japan, do you suggest that I take some specific photos	vaccines
what is your name	What's your name?	what_is_your_name
would you unsync the phone now please	Would you please cancel the call now	sync_device
where do i recieve a w2	Where can I receive W2	w2
text christopher and tell him i will stop by	Text Christopher and tell him I'll come	text
can you please say that again	Could you say it again?	repeat
i'd like to book the next availability for an oil change	I'd like to make a reservation for the next oil change	schedule_maintenance
please dial christie's number	Please dial Christie's number	make_call
would you tell me your name	Can you tell me your name	what_is_your_name
let me know when my next day off is	Let me know when my next day off is	next_holiday
use martins name to reserve a table at tropicana for 5 people at 8pm	Reserve a table for 5 at 8 p.m. in Tropicana under the name of Martins	restaurant_reservation
do i have any items on my calendar for march 21st	Do I have any items on my calendar on March 21	calendar
could you check and see if my credit card application has been processed and approved or not	Can you check whether my credit card application has been processed and approved	application_status
is laundry on my todo list	Is the laundry on my to-do list	todo_list
what's your recommendation for dining out tonight	What do you suggest for dinner out tonight	restaurant_suggestion
roger that	received	yes
should i buy a plug converter if i am traveling to egypt	If I'm going to Egypt, should I buy a plug converter	plug_type
silence	silent	cancel
text billy and tell him to be at monday's meeting at 3pm	Text Billy and tell him to have a meeting at 3 p.m. on Monday	text
will you tell me my spending limit	Can you tell me my spending limit	credit_limit
please be quiet	quiet please	cancel
put together a list of instructions for me on how to change the oil in my car	Give me a manual on how to change the car oil	oil_change_how
tell me my reminder list	Tell me my reminder list	reminder
is the traffic bad on the way to work	Is the traffic bad on the way to work	traffic
book me a table for three at rainforest cafe at seven	Book me a table for three at Rainforest Cafe at seven	restaurant_reservation
check to confirm my reservation for february 22 at noon	Please confirm my reservation at noon on February 22	confirm_reservation
do i need milk at the store	Do I need milk	shopping_list
transfer $500 from my checking to my savings	Transfer $500 from my check to my deposit	transfer
how do i change oil on a car	How can I change the oil for my car	oil_change_how
who should i talk to about the fact that i inadvertently split my card almost in half	I accidentally divided my credit card into two parts. Who should I talk to	damaged_card
where do you want to eat tonight	What would you like to eat tonight	restaurant_suggestion
give me instruction mannual on how to change oil	Tell me how to change the oil	oil_change_how
do you know if outback allows reservations	Do you know if booking is allowed in the mainland	accept_reservations
what's the calorie content of chicken nuggets	What's the calorie content of chicken nuggets	calories
about how many vacation days have i taken	How many days off did I take	pto_used
do you know any good jokes about lawyers	Do you know the jokes about lawyers	tell_joke
what's the due date for my netflix subscription	What's the deadline for my subscription to Netflix	bill_due
do i have any meetings scheduled today	Do I have a meeting scheduled for today	meeting_schedule
can you tell me what the amount on my directv bill is	Can you tell me the amount on the DirecTV bill	bill_balance
can you suggest a thai restaurant, please	Can you recommend a Thai restaurant	restaurant_suggestion
i cut up the wrong card, please contact the bank and let them know	I cut the wrong card, please contact the bank to let them know	damaged_card
what date did i have my oil changed last	When was the last time I changed the oil	last_maintenance
i'm feeling like a greek meal and need some suggestions	I want to eat Greek food and need some advice	meal_suggestion
could you freeze my account	Can you freeze my account	freeze_account
please give me a rundown of my reminder list	Please give me a summary of the reminder	reminder
i need to let my bank know i am traveling to la	I want my bank to know that I'm going to Los Angeles	travel_notification
what's a good place to eat chinese in san francisco	Where to eat Chinese in San Francisco?	restaurant_suggestion
does argentina have a travel alert	Is there a travel alert in Argentina	travel_alert
"""what's the proper way to spell """"helicopter"""	"What is the correct spelling of ""helicopter"""	spelling
i need to know my location	I need to know where I am	current_location
please tell me my car's tire pressure	Please tell me the tire pressure of the car	tire_pressure
how do you prepare omelet	How do you make omelets	recipe
what time is it in pacific standard time	What time is Pacific standard time	time
when can i receive rewards on my visa card	When can I receive a reward on my visa card	rewards_balance
what should i squirrel away to pay in taxes	What should I save to pay my taxes	taxes
please turn the tv on	Please turn on the TV	smart_home
i need to know on my citibank card, what is the apr	I want to know what is April on my Citibank card	apr
how do i properly give my car a jump	How can I get my car going	jump_start
did i spend a lot on shoes recently	Have I spent a lot of money on shoes recently	spending_history
convert krugerrands to saudi riyal	Exchange Kruger for Saudi Riyal	exchange_rate
are you a computer	Are you a computer	are_you_a_bot
how much spending power is on my discover card	How much spending power is on my discovery card	credit_limit
can you please call nata	Can you call Nata	make_call
what things do you do for fun	What do you do for fun	what_are_your_hobbies
tell me the timezone for california	Tell me the time zone of California	timezone
i need it louder	I need to speak up	change_volume
i wanna know some things to do in phoenix	I want to know what to do in Phoenix	travel_suggestion
throw eggs on my shopping list, please	Please put the eggs on my shopping list	shopping_list_update
what's the status of my order	What's the status of my order	order_status
please give me the minimum payment total for my sprint phone bill	Please give me the minimum total payment for sprint phone bill	min_payment
what is the bare minimum for my truck payment	What's the minimum payment for my truck	min_payment
i'd like to go to malaysia so do i need a visa	I want to go to Malaysia, so do I need a visa	international_visa
tell me how to say hello in chile	Tell me how to say hello in Chile	translate
i want an update on my application for a credit card that i sent in a couple weeks ago	I'd like to know the latest status of the credit card application I sent you a few weeks ago	application_status
the name i go by is sandy	My name is Sandy	change_user_name
i wanna remove fishing from my calendar for soccer	I want to delete fishing from my football calendar	calendar_update
did the application i put in for a mastercard go through yet	Have I passed my application for MasterCard	application_status
are you working for me	Are you working for me	who_do_you_work_for
iterate the items on my todo list	Iterate through the items on my to-do list	todo_list
i must know who programmed you	I have to know who programmed you	who_made_you
when do i need to change my oil next	When do I need to change the oil next time	oil_change_when
what temperature is the ac set at	What's the temperature of the air conditioner	smart_home
how long will it take me to make baked chicken	How long does it take me to make roast chicken	cook_time
20 yen equals how many dollars	How many dollars is 20 yen	exchange_rate
would you change your accent to the male british one	Can you change your accent to a British male accent	change_accent
how many pto days do i have for the year	How many days a year do I have	pto_balance
my luggage has been misplaced	My luggage is misplaced	lost_luggage
it was enjoyable talking with you	Nice talking to you	goodbye
please submit an order for new checks on my pnc money market account	Please submit a new check order for my PNC money market account	order_checks
please remove current settings and go back to factory settings now	Please delete the current settings and return to the factory settings immediately	reset_settings
are there meeting rooms available between 11-12	Is there a meeting room between 11 and 12	schedule_meeting
can you set alarm for me	Can you set the alarm clock for me	alarm
tell me the number of vacation days i have stored	Tell me the number of vacation days I save	pto_balance
i need to know if i have any meetings scheduled for today	I'd like to know if there is a meeting scheduled for today	meeting_schedule
i gotta say no	I have to say no	no
can you check and tell me if my tires have enough air	Can you check my tires for enough air	tire_pressure
i would like information on france's timezone	I want to know the time zone of France	timezone
what time is today's meeting	What time is the meeting today	meeting_schedule
speak navajo	Speak Navajo	change_language
i need a clear calendar for april 15	I need a clear calendar for April 15	calendar_update
make your speech slower than now	The speech is slower than it is now	change_speed
i'd like to redeem my credit card points	I'd like to change my credit card points	redeem_rewards
tell me what date it is please	Please tell me the date today	date
how many pints are in four cups	How many pints are there in four glasses	measurement_conversion
when is my next oil change suggested	When is my next oil change suggestion	oil_change_when
can you help me figure out the process of rolling over a 401k	Can you help me figure out the rolling process on 401k	rollover_401k
when did i take to car to the auto shop	When did I drive to the garage	last_maintenance
use my savings account to pay xfinity	Use my savings account to pay for xfinity	pay_bill
i need to be reminded to do something	I need to be reminded to do something	reminder_update
what do i have on my calendar for march 2	What's on my calendar for March 2	calendar
can you check to see if my shopping list already has milk	Can you see if there is any milk on my shopping list	shopping_list
uber, i have 3 people who are going to union station	Uber, I have three people going to union station	uber
i would like you to secure a 4:30 pm reservation for five people at morton's steakhouse	I'd like to reserve a ticket for five for Morton Steakhouse at 4:30 p.m	restaurant_reservation
can you check that i have a reservation on february 28th for 3 in the afternoon	Can you check my reservation for 3 pm on February 28th	confirm_reservation
when am i next having a meeting in december	When is my next meeting in December	calendar
send a text to mom i'll talk to you later	Send a text message to mom. I'll talk to you later	text
can i please get a new card	Can I get a new card	new_card
how do you say good bye in french	How do you say goodbye in French	translate
lower volume	Low volume	change_volume
what's my current checking balance	What's my check balance now	balance
can you check where my luggage is off jetblue flight ab123 out of buffalo	Can you help me find out where my luggage is on JetBlue flight AB 123 from buffalo	lost_luggage
i need to know my current gps coordinates	I need to know my current GPS coordinates	current_location
when can i put a pto request in for feb 22 to march 1	When can I submit a PTO request from February 22 to March 1	pto_request
i won't require my reservation anymore	I don't need a reservation anymore	cancel_reservation
set a timer for me	Make a time for me	timer
when should i replace my tires if i replaced them last year	If I changed a tire last year, when should I change it	tire_change
name this song, please	Please name the song	what_song
what were my last 10 charges on my credit card	What are the last 10 charges on my credit card	transactions
will an oil change be on my to-do list tomorrow	Will there be an oil change on my task list tomorrow	todo_list
can you cancel it	Can you cancel it	cancel
let ann and scott know where i am	Let Ann and Scott know where I am	share_location
what kind of fuel does my car use	What fuel does my car use	gas_type
will i be able to schedule a reservation at 4 seasons in los angeles	Can I make a reservation at four seasons Los Angeles	accept_reservations
play the next track	Play the next track	next_song
what's the mileage on my car	What's the mileage of my car	mpg
call justin	Call Justin	make_call
do travelers to egypt get hit with transaction fees if they're using a mastercard	Will people who travel to Egypt be hit by transaction costs if they use MasterCard	international_fees
how much money did i spend on tent equipment four hours ago	How much did I spend on tent equipment four hours ago	spending_history
does spirit allow more than one carry on	Does spirit allow more than one	carry_on
i would like to report a damaged card that was burnt	I want to report a burnt card	damaged_card
put mambo #5 by lou bega on my playlist, please	Please put Lou Bega's Mambo 5 on my play list	update_playlist
i can't remember if i added the fun run to my calendar yet; did i	I don't remember if I added an interesting run to my schedule; Is it?	calendar
i'd like to roll a dice and get the result	I want to roll the dice to get the result	roll_dice
how much have i spent on my bank card sine i last paid my bill	How much have I spent on my bank card since I paid last time	transactions
hi there, how are things	Hi, how are you	greeting
please tell me what date it is today	Please tell me the date today	date
i gotta know how low are my tires on air	I need to know how low my tires are inflated	tire_pressure
how are the fried chicken at zippys	How about zippys fried chicken	restaurant_reviews
i need the apr on my visa card	I need the APR on my visa card	apr
please set a reminder for me to put the clothes in the dryer	Please remind me to put the clothes in the dryer	reminder_update
what is the square root of 66	What is the square root of 66	calculator
how much vacation days have i used	How many holidays did I spend	pto_used
